,,Total,2165,DIV 4,,,,,,DIV 7,,,,,,DIV 14,,,,,,DIV 21,,,,,,DIV 28,,,,,
P11672,Neutrophil gelatinase-associated lipocalin,Lcn2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P06151,L-lactate dehydrogenase A chain,Ldha,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,4,1,0.5,0.5,0.5,1,4,1,2,1
P16125,L-lactate dehydrogenase B chain,Ldhb,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,2,0.5,0.5,0.5,1,4,2,0.5,3
P35951,Low-density lipoprotein receptor,Ldlr,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,1,#N/A,#N/A,#N/A,#N/A,0.5,2,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
O89013,Leptin receptor gene-related protein,Leprot,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,3,0.5,1,0.5,0.5,0.5,1,1,1,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9CQ74,Leptin receptor overlapping transcript-like 1,Leprotl1,,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5
Q924L1,LETM1 domain-containing protein 1,Letmd1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0.5,#N/A,#N/A,#N/A,#N/A,1,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P16045,Galectin-1,Lgals1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,2,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P16110,Galectin-3,Lgals3,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9JIA1,Leucine-rich glioma-inactivated protein 1,Lgi1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,0.5,3,0.5,1,0.5,6,0.5,4,0.5,6,0.5,5,0.5,5,0.5,11,0.5,6,0.5,8,0.5,9
Q5U4E0,LHFPL tetraspan subfamily member 4 protein,Lhfpl4,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5
P42703,Leukemia inhibitory factor receptor,Lifr,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
Q8BGB5,LIM domain-containing protein 2,Limd2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,1,0.5,#N/A,#N/A,#N/A,#N/A
Q9D1T0,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1,Lingo1,,0.5,0.5,0.5,0.5,0.5,4,0.5,13,0.5,10,0.5,4,0.5,18,0.5,19,0.5,13,0.5,16,0.5,13,0.5,15,0.5,18,0.5,12,0.5,16
Q3URE9,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2,Lingo2,,0.5,0.5,0.5,0.5,0.5,1,0.5,2,0.5,1,0.5,1,0.5,2,0.5,2,0.5,1,0.5,2,0.5,2,0.5,4,0.5,2,0.5,2,0.5,3
P48678,Prelamin-A/C,Lmna,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2,0.5,1,0.5,3,1,5,1,0.5,0.5
P14733,Lamin-B1,Lmnb1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,1,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q8C129,Leucyl-cystinyl aminopeptidase,Lnpep,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q8CGK3,"Lon protease homolog, mitochondrial",Lonp1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,2,1,0.5,0.5,1,0.5,2,1
P28301,Protein-lysine 6-oxidase,Lox,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5
P58022,Lysyl oxidase homolog 2,Loxl2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9Z175,Lysyl oxidase homolog 3,Loxl3,,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q91V01,Lysophospholipid acyltransferase 5,Lpcat3,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,3,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P11152,Lipoprotein lipase,Lpl,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q2WF71,Leucine-rich repeat and fibronectin type III domain-containing protein 1,Lrfn1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,3,0.5,0.5,0.5,0.5,0.5,5,0.5,0.5,0.5,6,0.5,2,0.5,2,0.5,1
Q80TG9,Leucine-rich repeat and fibronectin type-III domain-containing protein 2,Lrfn2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q8BLY3,Leucine-rich repeat and fibronectin type-III domain-containing protein 3,Lrfn3,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
Q80XU8,Leucine-rich repeat and fibronectin type-III domain-containing protein 4,Lrfn4,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,2,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,1
Q8BXA0,Leucine-rich repeat and fibronectin type-III domain-containing protein 5,Lrfn5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,3,0.5,0.5,0.5,3,0.5,1,0.5,1,0.5,4,0.5,2,0.5,3,0.5,2,0.5,2,0.5,0.5
P70193,Leucine-rich repeats and immunoglobulin-like domains protein 1,Lrig1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,1,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5
Q52KR2,Leucine-rich repeats and immunoglobulin-like domains protein 2,Lrig2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,1,#N/A,#N/A,#N/A,#N/A,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q91ZX7,Prolow-density lipoprotein receptor-related protein 1,Lrp1,,0.5,1,0.5,3,0.5,39,0.5,65,0.5,53,0.5,29,3,131,13,120,1,76,0.5,100,4,103,0.5,58,1,92,8,93,1,84
Q9JI18,Low-density lipoprotein receptor-related protein 1B,Lrp1b,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,1,#N/A,#N/A,#N/A,#N/A,0.5,1,0.5,2,0.5,4,0.5,1,0.5,3,#N/A,#N/A,0.5,2,#N/A,#N/A,#N/A,#N/A
A2ARV4,Low-density lipoprotein receptor-related protein 2,Lrp2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,2,0.5,8,0.5,0.5,0.5,8,0.5,3,0.5,0.5
Q8VI56,Low-density lipoprotein receptor-related protein 4,Lrp4,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,3,0.5,6,0.5,0.5,0.5,4,0.5,1,0.5,0.5,0.5,6,0.5,2,0.5,0.5
Q924X6,Low-density lipoprotein receptor-related protein 8,Lrp8,,0.5,0.5,0.5,0.5,0.5,3,0.5,2,0.5,5,0.5,2,0.5,2,0.5,1,0.5,2,0.5,0.5,0.5,4,0.5,0.5,0.5,0.5,0.5,3,0.5,0.5
Q6PB66,"Leucine-rich PPR motif-containing protein, mitochondrial",Lrpprc,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,2,0.5,0.5,0.5,0.5,2,1,2,0.5,0.5,0.5,2,0.5,0.5,0.5,1,1
Q99PH1,Leucine-rich repeat-containing protein 4,Lrrc4,,0.5,0.5,0.5,0.5,0.5,2,0.5,3,0.5,3,0.5,2,0.5,3,0.5,3,0.5,4,0.5,2,0.5,3,0.5,2,0.5,4,0.5,4,0.5,4
Q505F5,Leucine-rich repeat-containing protein 47,Lrrc47,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,2,#N/A,#N/A,#N/A,#N/A,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P0C192,Leucine-rich repeat-containing protein 4B,Lrrc4b,,0.5,2,0.5,1,0.5,9,0.5,19,0.5,20,0.5,10,0.5,20,0.5,24,0.5,27,0.5,18,0.5,16,0.5,15,0.5,18,0.5,26,0.5,18
Q8C031,Leucine-rich repeat-containing protein 4C,Lrrc4c,,0.5,0.5,0.5,0.5,0.5,1,0.5,7,0.5,2,0.5,2,0.5,6,0.5,8,0.5,6,0.5,4,0.5,6,0.5,4,0.5,6,0.5,6,0.5,7
Q922Q8,Leucine-rich repeat-containing protein 59,Lrrc59,,6,3,3,5,6,6,5,5,3,2,5,4,3,2,2,1,6,2,4,2,2,1,4,4,1,1,3,2,3,2
Q80WG5,Volume-regulated anion channel subunit LRRC8A,Lrrc8a,,0.5,0.5,0.5,0.5,0.5,1,0.5,8,0.5,7,0.5,3,0.5,7,0.5,11,0.5,5,0.5,9,0.5,13,0.5,10,0.5,16,0.5,27,0.5,18
Q5DU41,Volume-regulated anion channel subunit LRRC8B,Lrrc8b,,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,3,0.5,1,0.5,2,0.5,2,0.5,0.5,0.5,2,0.5,2,0.5,5,0.5,1,0.5,4,0.5,3
Q8R502,Volume-regulated anion channel subunit LRRC8C,Lrrc8c,,0.5,0.5,0.5,0.5,0.5,1,0.5,2,0.5,2,0.5,1,0.5,3,0.5,6,0.5,0.5,0.5,5,0.5,6,0.5,4,0.5,4,0.5,8,0.5,5
Q8BGR2,Volume-regulated anion channel subunit LRRC8D,Lrrc8d,,0.5,0.5,0.5,0.5,0.5,2,0.5,5,0.5,10,0.5,2,0.5,6,0.5,3,0.5,3,0.5,5,0.5,6,0.5,8,0.5,5,0.5,16,0.5,9
Q66JT1,Volume-regulated anion channel subunit LRRC8E,Lrrc8e,,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,2,0.5,0.5,0.5,1,0.5,2,0.5,1,0.5,1,0.5,2,0.5,1
Q61809,Leucine-rich repeat neuronal protein 1,Lrrn1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q8K377,Leucine-rich repeat transmembrane neuronal protein 1,Lrrtm1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,1
Q8BGA3,Leucine-rich repeat transmembrane neuronal protein 2,Lrrtm2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q8BLK3,Limbic system-associated membrane protein,Lsamp,,0.5,0.5,0.5,0.5,0.5,2,0.5,4,0.5,7,0.5,5,0.5,7,0.5,4,0.5,8,0.5,7,0.5,2,0.5,9,0.5,7,0.5,6,0.5,10
Q8CG19,Latent-transforming growth factor beta-binding protein 1,Ltbp1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,1,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9CYI4,Putative RNA-binding protein Luc7-like 1,Luc7l,,18,11,12,21,18,15,60,42,28,12,26,22,41,22,35,31,31,15,27,14,44,57,13,9,36,18,24,21,20,15
Q7TNC4,Putative RNA-binding protein Luc7-like 2,Luc7l2,,40,27,28,40,49,41,126,89,58,33,51,40,106,74,97,82,86,43,63,36,117,120,53,41,93,55,85,66,67,55
Q5SUF2,Luc7-like protein 3,Luc7l3,,8,6,6,10,9,7,42,25,7,6,13,7,26,10,19,13,20,9,24,10,21,9,7,6,18,15,18,13,11,6
Q8BGY3,Leucine zipper protein 2,Luzp2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
Q9WUC3,Lymphocyte antigen 6H,Ly6h,,0.5,1,0.5,3,0.5,6,0.5,18,0.5,8,0.5,7,0.5,5,0.5,6,0.5,5,0.5,5,0.5,4,0.5,9,1,7,0.5,12,1,9
P25911,Tyrosine-protein kinase Lyn,Lyn,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P0DP60,Ly-6/neurotoxin-like protein 1,Lynx1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1
Q8BLC3,Ly6/PLAUR domain-containing protein 1,Lypd1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5
Q8BPP5,Ly6/PLAUR domain-containing protein 6,Lypd6,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9WTL7,Acyl-protein thioesterase 2,Lypla2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,1,1,1,1,1,0.5,0.5,0.5,0.5,1,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9QXZ0,Microtubule-actin cross-linking factor 1,Macf1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
A2A9R3,Melanoma-associated antigen B4,Mageb4,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q6RHR9,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",Magi1,,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,2,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5
Q9CWV0,Mitochondrial assembly of ribosomal large subunit protein 1,Malsu1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,1,0.5,#N/A,#N/A,#N/A,#N/A
Q9CXI5,Mesencephalic astrocyte-derived neurotrophic factor,Manf,,1,0.5,0.5,1,0.5,0.5,1,1,3,0.5,5,4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,3,0.5,0.5,0.5,3,3,5,3
Q64133,Amine oxidase [flavin-containing] A,Maoa,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,#N/A,#N/A,1,0.5,#N/A,#N/A,#N/A,#N/A
Q9QYR6,Microtubule-associated protein 1A,Map1a,,1,0.5,0.5,1,1,1,0.5,0.5,1,1,1,1,1,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,10,0.5,0.5,0.5,2,1,4,2
P14873,Microtubule-associated protein 1B,Map1b,,18,11,13,17,13,17,12,12,19,31,23,29,19,13,4,6,5,13,7,11,3,0.5,19,12,0.5,0.5,6,3,18,15
Q91VR7,Microtubule-associated proteins 1A/1B light chain 3A,Map1lc3a,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q9CQV6,Microtubule-associated proteins 1A/1B light chain 3B,Map1lc3b,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P20357,Microtubule-associated protein 2,Map2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,3,3,1,0.5,4,2,1,0.5,0.5,0.5,0.5,0.5
P31938,Dual specificity mitogen-activated protein kinase kinase 1,Map2k1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,1,3,1,1,0.5,1,1,0.5,0.5
O09110,Dual specificity mitogen-activated protein kinase kinase 3,Map2k3,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P47809,Dual specificity mitogen-activated protein kinase kinase 4,Map2k4,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P70236,Dual specificity mitogen-activated protein kinase kinase 6,Map2k6,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q3U1V8,Mitogen-activated protein kinase kinase kinase 9,Map3k9,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,1
P27546,Microtubule-associated protein 4,Map4,,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,4,1,1,0.5,0.5,0.5,3,2,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5
P97820,Mitogen-activated protein kinase kinase kinase kinase 4,Map4k4,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,2,0.5,2,1,0.5,0.5,0.5,0.5,1,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q7TSJ2,Microtubule-associated protein 6,Map6,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,3,3,0.5,0.5,0.5,0.5,2,3,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P63085,Mitogen-activated protein kinase 1,Mapk1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,1,1,0.5,0.5
Q61166,Microtubule-associated protein RP/EB family member 1,Mapre1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,1,2,1,3,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5
Q8R001,Microtubule-associated protein RP/EB family member 2,Mapre2,,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,5,2,4,1,3,1,2,1,2,1,0.5,0.5,5,2,2,0.5,0.5,0.5
Q6PER3,Microtubule-associated protein RP/EB family member 3,Mapre3,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,0.5,1,0.5,1,0.5,2,0.5
P10637,Microtubule-associated protein tau,Mapt,,2,1,4,6,2,3,2,0.5,5,3,5,6,13,5,0.5,1,5,2,0.5,3,0.5,0.5,3,0.5,0.5,0.5,0.5,0.5,4,2
P26645,Myristoylated alanine-rich C-kinase substrate,Marcks,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,1,#N/A,#N/A,#N/A,#N/A,2,1,1,1,1,2,1,1,1,0.5,#N/A,#N/A,1,0.5,#N/A,#N/A,#N/A,#N/A
P28667,MARCKS-related protein,Marcksl1,,0.5,1,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1
Q8VHJ5,Serine/threonine-protein kinase MARK1,Mark1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q05512,Serine/threonine-protein kinase MARK2,Mark2,,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,1,0.5,1,0.5,1,0.5,1
Q68FL6,"Methionine--tRNA ligase, cytoplasmic",Mars,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q3THS6,S-adenosylmethionine synthase isoform type-2,Mat2a,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,1,1,0.5,0.5,0.5,0.5,1,2,2,2,#N/A,#N/A,0.5,1,#N/A,#N/A,#N/A,#N/A
O89029,Matrilin-4,Matn4,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6,0.5,2,0.5,0.5,0.5,1,0.5,6,0.5,0.5
Q8K310,Matrin-3,Matr3,,2,0.5,2,1,0.5,0.5,0.5,0.5,2,0.5,9,5,5,3,0.5,1,5,1,1,1,1,1,4,0.5,0.5,1,8,0.5,1,0.5
Q9Z2D8,Methyl-CpG-binding domain protein 3,Mbd3,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,1,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P97310,DNA replication licensing factor MCM2,Mcm2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
P25206,DNA replication licensing factor MCM3,Mcm3,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
